time,latitude,longitude,altitude
1703,59.9172,10.519309,237.7
1704,59.917202,10.519312,237.9
1705,59.917206,10.519315,238.0
1706,59.917219,10.51931,238.6
1707,59.917227,10.519306,239.0
1708,59.917236,10.519303,239.4
1709,59.917244,10.519299,239.8
1710,59.917252,10.519295,240.2
1711,59.917267,10.519282,241.0
1712,59.917277,10.519268,241.6
1713,59.917284,10.519247,242.2
1714,59.917284,10.519225,242.8
1715,59.917286,10.519205,243.3
1716,59.917294,10.519188,243.8
1717,59.917302,10.519173,244.3
1718,59.917312,10.51916,244.9
1719,59.917316,10.519151,245.2
1720,59.917319,10.519138,245.5
1721,59.917319,10.519129,245.7
1722,59.91732,10.519118,245.9
1723,59.917324,10.519102,246.3
1724,59.917328,10.519084,246.7
1725,59.917331,10.519071,247.0
1726,59.917336,10.519058,247.4
1727,59.917344,10.519042,247.9
1728,59.917354,10.519023,248.4
1729,59.917362,10.519004,248.9
1730,59.917366,10.51899,249.3
1731,59.917371,10.518977,249.6
1732,59.917374,10.51897,249.8
1733,59.917381,10.518977,250.1
1734,59.91739,10.518983,250.5
1735,59.917396,10.518987,250.8
1736,59.917397,10.518983,250.8
1737,59.9174,10.51898,251.0
1738,59.917409,10.518977,251.3
1739,59.917416,10.518971,251.6
1740,59.917423,10.518966,251.9
1741,59.917429,10.518961,252.2
1742,59.917429,10.518961,252.2
1743,59.917429,10.518943,252.5
1744,59.917427,10.51893,252.8
1745,59.917424,10.518915,253.1
1746,59.917426,10.518906,253.3
1747,59.917429,10.518888,253.7
1748,59.917436,10.518878,254.0
1749,59.917438,10.518873,254.2
1750,59.917442,10.518873,254.3
1751,59.917453,10.518873,254.8
1752,59.917468,10.518889,255.4
1753,59.917476,10.518906,255.9
1754,59.917479,10.518921,256.3
1755,59.917477,10.518939,256.7
1756,59.917475,10.518951,256.9
1757,59.917473,10.51896,257.1
1758,59.917472,10.518964,257.2
1759,59.917471,10.518964,257.3
1760,59.917472,10.518968,257.4
1761,59.917473,10.518966,257.4
1762,59.917478,10.518959,257.7
1763,59.917489,10.518952,258.2
1764,59.9175,10.518956,258.7
1765,59.917505,10.518963,258.9
1766,59.917515,10.518979,259.5
1767,59.917523,10.518991,259.9
1768,59.91753,10.519006,260.4
1769,59.917538,10.519022,261.0
1770,59.917543,10.519033,261.3
1771,59.917547,10.519046,261.7
1772,59.917552,10.519062,262.2
1773,59.917556,10.519077,262.6
1774,59.917555,10.519084,262.8
1775,59.917552,10.519086,263.0
1776,59.917548,10.519084,263.2
1777,59.917548,10.519084,263.2
1778,59.917541,10.519075,263.6
1779,59.91754,10.519068,263.8
1780,59.917545,10.519069,264.1
1781,59.917547,10.519071,264.2
1782,59.917551,10.519078,264.4
1783,59.917556,10.519085,264.8
1784,59.917562,10.519088,265.1
1785,59.917568,10.519091,265.4
1786,59.917573,10.519096,265.7
1787,59.917573,10.519096,265.7
1788,59.917573,10.519096,265.7
1789,59.917585,10.519103,266.3
1790,59.917587,10.519105,266.5
1791,59.917591,10.519101,266.7
1792,59.917594,10.519098,266.9
1793,59.917596,10.519097,267.0
1794,59.917601,10.5191,267.2
1795,59.917606,10.519105,267.5
1796,59.917613,10.519112,267.9
1797,59.917624,10.519117,268.5
1798,59.917632,10.519122,269.0
1799,59.917635,10.519127,269.1
1800,59.917643,10.519131,269.5
1801,59.917654,10.519135,270.0
1802,59.917665,10.519133,270.5
1803,59.917675,10.519132,270.9
1804,59.917682,10.519132,271.2
1805,59.917684,10.519131,271.3
1806,59.917685,10.519128,271.4
1807,59.917686,10.519125,271.5
1808,59.91769,10.519126,271.6
1809,59.917695,10.51913,271.8
1810,59.917704,10.519127,272.2
1811,59.917709,10.519121,272.4
1812,59.917714,10.519116,272.6
1813,59.917719,10.519111,272.9
1814,59.917724,10.519105,273.1
1815,59.917729,10.5191,273.3
1816,59.917749,10.519093,274.0
1817,59.917757,10.519083,274.3
1818,59.917764,10.519074,274.6
1819,59.917771,10.519058,274.9
1820,59.917775,10.519045,275.1
1821,59.917775,10.519039,275.2
1822,59.91778,10.519028,275.4
1823,59.917786,10.519014,275.6
1824,59.917794,10.519009,275.9
1825,59.917803,10.519012,276.1
1826,59.917811,10.519015,276.3
1827,59.917814,10.519015,276.4
1828,59.917823,10.519023,276.6
1829,59.917833,10.519031,276.9
1830,59.917839,10.519032,277.0
1831,59.917855,10.519033,277.4
1832,59.917864,10.519029,277.6
1833,59.917873,10.519025,277.8
1834,59.917882,10.519021,278.0
1835,59.917902,10.519013,278.4
1836,59.917915,10.519009,278.7
1837,59.917923,10.519008,278.8
1838,59.917933,10.519012,279.0
1839,59.91794,10.519009,279.2
1840,59.917944,10.519009,279.2
1841,59.917947,10.51901,279.3
1842,59.917952,10.519013,279.4
1843,59.917959,10.519013,279.5
1844,59.917969,10.519016,279.7
1845,59.917979,10.519023,279.9
1846,59.917994,10.519022,280.1
1847,59.918007,10.519015,280.4
1848,59.918016,10.519007,280.5
1849,59.918026,10.518995,280.7
1850,59.918035,10.518981,280.9
1851,59.918043,10.518965,281.1
1852,59.918049,10.518946,281.3
1853,59.918055,10.518928,281.5
1854,59.918063,10.518917,281.6
1855,59.918071,10.518912,281.8
1856,59.918079,10.518908,281.9
1857,59.918087,10.518902,282.1
1858,59.918109,10.518899,282.5
1859,59.918117,10.518898,282.6
1860,59.918126,10.518897,282.8
1861,59.918138,10.518894,283.0
1862,59.918145,10.51888,283.2
1863,59.918154,10.518857,283.5
1864,59.918156,10.518837,283.7
1865,59.918159,10.518818,283.9
1866,59.918164,10.518799,284.1
1867,59.918168,10.518782,284.4
1868,59.918174,10.51877,284.6
1869,59.918175,10.518745,284.8
1870,59.91818,10.518721,287.4
1871,59.918187,10.518701,287.7
1872,59.918191,10.518689,287.9
1873,59.918194,10.518681,288.0
1874,59.918199,10.518673,288.1
1875,59.9182,10.518657,288.3
1876,59.9182,10.518639,288.5
1877,59.918197,10.518622,288.7
1878,59.918197,10.518622,288.7
1879,59.918204,10.518602,289.0
1880,59.918211,10.518594,289.2
1881,59.918218,10.518586,289.3
1882,59.918223,10.518579,289.5
1883,59.918228,10.518568,289.6
1884,59.918231,10.518552,289.8
1885,59.918232,10.518535,289.9
1886,59.918232,10.518519,290.1
1887,59.918233,10.518501,290.2
1888,59.918234,10.518486,290.4
1889,59.918236,10.51847,290.5
1890,59.918239,10.518455,290.6
1891,59.918241,10.518442,290.7
1892,59.918245,10.518432,290.8
1893,59.918249,10.518422,290.9
1894,59.918249,10.518422,290.9
1895,59.918248,10.518407,291.0
1896,59.91824,10.518392,291.1
1897,59.918235,10.518372,291.2
1898,59.918232,10.518332,291.3
1899,59.918232,10.518311,291.4
1900,59.918231,10.518291,291.5
1901,59.91823,10.518255,291.6
1902,59.918228,10.518223,291.6
1903,59.918233,10.51818,291.6
1904,59.918236,10.518164,291.6
1905,59.91824,10.518147,291.6
1906,59.918244,10.518116,291.6
1907,59.918245,10.518102,291.6
1908,59.918247,10.518087,291.6
1909,59.918248,10.518073,291.6
1910,59.918248,10.518042,291.5
1911,59.918249,10.518019,291.5
1912,59.91825,10.518004,291.5
1913,59.918252,10.517991,291.5
1914,59.918257,10.517977,291.5
1915,59.918264,10.517956,291.5
1916,59.91827,10.517932,291.6
1917,59.918274,10.517909,291.6
1918,59.918276,10.517889,291.6
1919,59.918276,10.517872,291.7
1920,59.918276,10.517872,291.7
1921,59.918272,10.517834,291.8
1922,59.918265,10.517807,291.9
1923,59.918256,10.517788,292.0
1924,59.918246,10.517755,292.3
1925,59.918244,10.517737,292.4
1926,59.918241,10.517718,292.5
1927,59.918242,10.517648,293.0
1928,59.918243,10.517622,293.2
1929,59.918258,10.517561,293.8
1930,59.918263,10.517542,294.0
1931,59.91827,10.51751,294.3
1932,59.918269,10.517475,294.6
1933,59.918254,10.51743,295.1
1934,59.918234,10.517373,295.6
1935,59.918228,10.517359,295.8
1936,59.918222,10.517345,295.9
1937,59.918212,10.517336,296.1
1938,59.918205,10.51732,296.3
1939,59.918201,10.517288,296.5
1940,59.918189,10.517254,296.9
1941,59.918182,10.517242,297.0
1942,59.918176,10.517231,297.1
1943,59.91817,10.517211,297.3
1944,59.918163,10.517191,297.4
1945,59.918157,10.517171,297.6
1946,59.918145,10.517133,297.9
1947,59.91814,10.517118,298.0
1948,59.918134,10.517103,298.1
1949,59.918107,10.517064,298.5
1950,59.918094,10.517049,298.6
1951,59.918065,10.517022,298.9
1952,59.918037,10.516988,299.1
1953,59.918028,10.516978,299.2
1954,59.918004,10.516948,299.4
1955,59.917995,10.516939,299.4
1956,59.917981,10.51692,299.6
1957,59.917965,10.516899,299.7
1958,59.917942,10.516864,299.9
1959,59.917933,10.516854,300.1
1960,59.917918,10.516847,300.2
1961,59.917908,10.51685,300.3
1962,59.9179,10.516851,300.4
1963,59.917898,10.516837,300.5
1964,59.917893,10.516828,300.6
1965,59.917889,10.516817,300.7
1966,59.917883,10.516805,300.8
1967,59.917868,10.516774,301.1
1968,59.917861,10.516763,301.3
1969,59.917854,10.516753,301.4
1970,59.917847,10.516743,301.6
1971,59.917842,10.516726,301.8
1972,59.91784,10.516714,301.9
1973,59.917836,10.516704,302.0
1974,59.917836,10.516685,302.2
1975,59.917833,10.516664,302.4
1976,59.917826,10.516645,302.7
1977,59.917808,10.516616,303.2
1978,59.9178,10.516605,305.6
1979,59.917792,10.516593,305.9
1980,59.917762,10.516556,306.9
1981,59.917752,10.516545,307.2
1982,59.91774,10.516539,307.6
1983,59.91773,10.516541,307.9
1984,59.917719,10.516545,308.2
1985,59.917713,10.516546,317.3
1986,59.917711,10.516542,317.4
1987,59.91771,10.516536,317.5
1988,59.91771,10.51653,317.6
1989,59.91771,10.516527,317.6
1990,59.917715,10.516522,317.8
1991,59.917722,10.516514,318.0
1992,59.917726,10.516505,318.1
1993,59.917732,10.516504,318.3
1994,59.917738,10.516499,318.5
1995,59.917743,10.516496,318.6
1996,59.917749,10.516496,318.8
1997,59.917759,10.516498,319.0
1998,59.917771,10.516497,319.3
1999,59.917777,10.516499,319.5
2000,59.917784,10.516503,319.6
2001,59.917788,10.516506,319.7
2002,59.91779,10.516516,319.9
2003,59.917795,10.516528,320.1
2004,59.917798,10.516538,320.2
2005,59.917797,10.516544,320.3
2006,59.917797,10.516544,320.3
2007,59.917794,10.516543,320.3
2008,59.917801,10.516551,320.5
2009,59.917801,10.516562,320.7
2010,59.917802,10.516564,320.7
2011,59.917805,10.516557,320.8
2012,59.917809,10.516553,320.9
2013,59.917811,10.516546,321.0
2014,59.917811,10.516543,321.0
2015,59.917807,10.516541,321.1
2016,59.917806,10.516547,321.2
2017,59.917802,10.516554,321.3
2018,59.917797,10.516555,321.4
2019,59.917795,10.516548,321.5
2020,59.917796,10.516539,321.6
2021,59.917798,10.516527,321.8
2022,59.917801,10.516515,321.9
2023,59.917804,10.516506,322.0
2024,59.917807,10.516495,322.1
2025,59.917811,10.516491,322.2
2026,59.917809,10.516493,322.3
2027,59.917807,10.516499,322.4
2028,59.917806,10.51651,322.5
2029,59.917805,10.516505,322.5
2030,59.917805,10.516495,322.6
2031,59.917808,10.516482,322.8
2032,59.917819,10.516469,323.1
2033,59.917826,10.516453,323.3
2034,59.917831,10.516434,323.5
2035,59.917846,10.516403,324.0
2036,59.917854,10.516393,324.1
2037,59.917863,10.516383,324.4
2038,59.917878,10.516377,324.7
2039,59.91789,10.51638,324.9
2040,59.917901,10.516384,325.1
2041,59.917912,10.51639,325.3
2042,59.917925,10.516393,325.6
2043,59.917942,10.516385,325.9
2044,59.917947,10.516376,326.0
2045,59.917953,10.516368,326.2
2046,59.917958,10.516359,326.3
2047,59.917967,10.516344,326.5
2048,59.917978,10.516332,326.7
2049,59.917987,10.516316,326.9
2050,59.917993,10.516279,328.3
2051,59.917995,10.516262,328.3
2052,59.917996,10.516244,328.4
2053,59.917993,10.516218,328.4
2054,59.917989,10.51619,328.5
2055,59.917985,10.516159,328.5
2056,59.917981,10.516131,328.5
2057,59.917981,10.516109,328.6
2058,59.917985,10.516093,328.6
2059,59.917992,10.516083,328.6
2060,59.917992,10.516083,328.6
2061,59.918002,10.516073,328.7
2062,59.918007,10.516068,328.7
2063,59.918015,10.516064,328.7
2064,59.918025,10.516059,328.7
2065,59.918034,10.516061,328.8
2066,59.918041,10.516065,328.8
2067,59.91805,10.516074,328.8
2068,59.918053,10.516079,328.8
2069,59.918048,10.516079,328.8
2070,59.918043,10.516078,328.8
2071,59.918037,10.516078,328.9
2072,59.918032,10.516077,328.9
2073,59.918027,10.516077,328.9
2074,59.918022,10.516076,328.9
2075,59.918017,10.516076,328.9
2076,59.918011,10.516075,328.9
2077,59.918006,10.516075,329.0
2078,59.918001,10.516074,329.0
2079,59.917996,10.516074,329.0
2080,59.917991,10.516073,329.0
2081,59.917985,10.516073,329.0
2082,59.91798,10.516072,329.0
2083,59.917975,10.516072,329.0
2084,59.91797,10.516071,329.1
2085,59.917965,10.516071,329.1
2086,59.917959,10.51607,329.1
2087,59.917954,10.51607,329.1
2088,59.917949,10.516069,329.1
2089,59.917944,10.516069,329.1
2090,59.917938,10.516068,329.1
2091,59.917933,10.516068,329.2
2092,59.917928,10.516067,329.2
2093,59.917923,10.516067,329.2
2094,59.917918,10.516066,329.2
2095,59.917912,10.516066,329.2
2096,59.917907,10.516065,329.2
2097,59.917902,10.516065,329.3
2098,59.917897,10.516064,329.3
2099,59.917892,10.516064,329.3
2100,59.917886,10.516063,329.3
2101,59.917881,10.516063,329.3
2102,59.917876,10.516062,329.3
2579,59.917871,10.516062,329.3
2580,59.917866,10.516061,329.4
2581,59.91786,10.516061,329.4
2582,59.917855,10.51606,329.4
2583,59.91785,10.51606,329.4
2584,59.917855,10.516017,329.5
2585,59.91786,10.515969,329.5
2586,59.917896,10.516027,329.7
2587,59.917861,10.516091,329.8
2588,59.917826,10.516168,330.0
2589,59.917797,10.516175,330.1
2590,59.917952,10.51609,330.5
2591,59.917962,10.516155,330.6
2592,59.918016,10.516118,330.8
2593,59.918044,10.516218,331.0
2594,59.917982,10.516323,331.2
2595,59.918031,10.516294,331.4
2596,59.917885,10.516336,331.9
2597,59.917945,10.516283,332.1
2598,59.918009,10.516276,332.3
2599,59.918072,10.516269,332.4
2600,59.918024,10.516166,332.7
2601,59.918095,10.516233,332.9
2602,59.918078,10.516279,333.0
2603,59.918169,10.516178,333.3
2604,59.918301,10.51628,333.7
2605,59.918182,10.516315,330.9
2606,59.918075,10.516468,329.1
2607,59.918039,10.516395,327.5
2608,59.918015,10.516396,327.3
2609,59.917999,10.516366,327.1
2610,59.91787,10.516478,325.9
2611,59.917857,10.516557,325.5
2612,59.917829,10.51667,324.9
2613,59.917901,10.516645,324.1
2614,59.917857,10.51652,323.3
2615,59.917879,10.516042,320.7
2616,59.917879,10.516042,320.7
2617,59.917908,10.516118,320.1
2618,59.917909,10.516148,320.0
2619,59.917909,10.516179,319.8
2620,59.91791,10.516209,319.6
2621,59.91791,10.51624,319.4
2622,59.917905,10.516252,319.3
2623,59.9179,10.516264,319.2
2624,59.917894,10.516275,319.1
2625,59.917889,10.516287,319.0
2626,59.917884,10.516299,318.9
2627,59.917874,10.516291,318.8
2628,59.917869,10.516293,318.7
2629,59.917863,10.516295,318.6
2630,59.917857,10.516296,318.5
2631,59.917852,10.516298,318.5
2632,59.917846,10.5163,318.4
2633,59.917836,10.5163,318.3
2634,59.917829,10.516298,318.2
2635,59.917818,10.5163,318.0
2636,59.91781,10.516306,317.9
2637,59.917804,10.516318,317.8
2638,59.917802,10.516329,317.7
2639,59.917801,10.516342,317.6
2640,59.9178,10.516357,317.5
2641,59.917795,10.516375,317.3
2642,59.917782,10.516381,317.1
2643,59.917772,10.51638,317.0
2644,59.917765,10.516375,316.9
2645,59.917763,10.516367,316.8
2646,59.917763,10.516362,316.8
2647,59.917762,10.516348,316.7
2648,59.917761,10.51633,316.5
2649,59.917762,10.516323,316.5
2650,59.91776,10.516324,316.4
2651,59.917755,10.516333,316.3
2652,59.917753,10.516331,316.3
2653,59.917754,10.516328,316.3
2654,59.917756,10.516325,316.2
2655,59.917755,10.51632,316.2
2656,59.917751,10.516305,316.1
2657,59.917744,10.516298,315.9
2658,59.917736,10.516293,315.8
2659,59.917729,10.516289,315.7
2660,59.917722,10.516282,315.5
2661,59.917713,10.516281,315.4
2662,59.917705,10.516287,315.2
2663,59.917696,10.5163,315.0
2664,59.917687,10.516308,314.9
2665,59.917681,10.516318,314.7
2666,59.917679,10.516328,314.6
2667,59.917679,10.516328,314.6
2668,59.917672,10.516348,314.4
2669,59.917671,10.516355,314.4
2670,59.917664,10.51637,314.2
2671,59.917659,10.516378,314.1
2672,59.917654,10.516378,314.0
2673,59.917649,10.51638,313.9
2674,59.917649,10.516378,313.8
2675,59.917651,10.516377,313.8
2676,59.917653,10.516379,313.8
2677,59.917653,10.516382,313.7
2678,59.917652,10.516397,309.6
2679,59.917656,10.516404,309.4
2680,59.917659,10.516411,309.3
2681,59.917661,10.516423,309.2
2682,59.917665,10.51643,309.1
2683,59.917667,10.516429,309.0
2684,59.917667,10.516429,309.0
2685,59.917665,10.516434,308.9
2686,59.917665,10.516438,308.9
2687,59.917665,10.516451,308.7
2688,59.917665,10.516466,308.6
2689,59.917665,10.51648,308.4
2690,59.917664,10.516491,308.3
2691,59.917663,10.516498,308.2
2692,59.917663,10.516512,308.0
2693,59.917667,10.516526,307.8
2694,59.917672,10.51654,307.6
2695,59.917672,10.51654,307.6
2696,59.917681,10.516546,307.4
2697,59.917679,10.516549,307.3
2698,59.917676,10.51655,307.3
2699,59.917672,10.516551,307.2
2700,59.917669,10.516556,307.1
2701,59.917665,10.516575,306.8
2702,59.917663,10.516604,306.5
2703,59.917666,10.516637,306.1
2704,59.91767,10.516657,305.8
2705,59.917675,10.516671,305.6
2706,59.91768,10.516685,305.4
2707,59.917683,10.516705,305.2
2708,59.917689,10.516728,304.9
2709,59.9177,10.51675,304.5
2710,59.917706,10.516768,303.7
2711,59.917708,10.516786,303.5
2712,59.917709,10.5168,303.3
2713,59.917714,10.516812,303.2
2714,59.917723,10.516818,302.9
2715,59.917734,10.516823,302.7
2716,59.917747,10.516837,302.3
2717,59.917756,10.516856,302.1
2718,59.917768,10.516871,301.8
2719,59.917781,10.516877,301.5
2720,59.91779,10.516884,301.3
2721,59.917799,10.516894,301.2
2722,59.917809,10.516904,301.0
2723,59.917815,10.516913,300.9
2724,59.917821,10.516926,300.7
2725,59.917828,10.516936,300.6
2726,59.917833,10.516943,300.5
2727,59.917835,10.516947,300.5
2728,59.917838,10.516955,300.4
2729,59.917842,10.516963,300.3
2730,59.917845,10.51697,300.3
2731,59.917852,10.516973,300.2
2732,59.917859,10.516979,300.1
2733,59.917864,10.516989,300.0
2734,59.917868,10.517003,299.9
2735,59.917868,10.517003,299.9
2736,59.91787,10.517032,299.8
2737,59.917874,10.517047,299.7
2738,59.91788,10.517056,299.7
2739,59.91788,10.517056,299.7
2740,59.917889,10.517069,299.6
2741,59.917893,10.51708,299.5
2742,59.917897,10.517088,299.5
2743,59.917904,10.517096,299.4
2744,59.917909,10.517105,299.4
2745,59.917917,10.517112,299.3
2746,59.917921,10.517126,299.3
2747,59.917923,10.517142,299.2
2748,59.917928,10.517158,299.1
2749,59.917934,10.517171,299.1
2750,59.917944,10.517182,299.0
2751,59.917953,10.517193,298.9
2752,59.917961,10.517206,298.8
2753,59.917967,10.517214,298.8
2754,59.917972,10.517218,298.7
2755,59.917974,10.517222,298.7
2756,59.917974,10.517229,298.6
2757,59.917976,10.51724,298.6
2758,59.917984,10.517251,298.5
2759,59.917994,10.517262,298.4
2760,59.918004,10.517269,298.2
2761,59.918014,10.517274,298.1
2762,59.918027,10.517269,297.9
2763,59.918041,10.517278,297.7
2764,59.918046,10.517286,297.7
2765,59.91805,10.517293,297.6
2766,59.918055,10.517301,297.5
2767,59.918059,10.517308,297.4
2768,59.918059,10.517318,297.3
2769,59.918058,10.517327,297.3
2770,59.918061,10.517335,297.2
2771,59.918067,10.517345,297.1
2772,59.918076,10.517353,296.9
2773,59.918087,10.51736,296.7
2774,59.918095,10.517371,296.6
2775,59.918104,10.517385,296.4
2776,59.918106,10.517403,296.2
2777,59.918105,10.517413,296.2
2778,59.918102,10.517433,296.0
2779,59.918099,10.517456,295.8
2780,59.918099,10.517475,295.6
2781,59.918102,10.517499,295.4
2782,59.918105,10.517525,295.1
2783,59.91811,10.517547,294.9
2784,59.91811,10.517569,294.7
2785,59.91811,10.517592,294.5
2786,59.918111,10.517609,294.3
2787,59.918113,10.517617,294.3
2788,59.918119,10.517627,294.1
2789,59.918126,10.517634,294.0
2790,59.918136,10.517641,293.8
2791,59.918145,10.517665,293.5
2792,59.918151,10.517697,293.2
2793,59.918153,10.517732,292.9
2794,59.918156,10.517766,292.6
2795,59.918164,10.51778,292.5
2796,59.918171,10.517789,292.4
2797,59.918182,10.517792,292.2
2798,59.918189,10.517798,292.1
2799,59.918194,10.51781,292.0
2800,59.918201,10.517828,291.9
2801,59.918206,10.517847,291.8
2802,59.918208,10.517871,291.7
2803,59.918208,10.517896,291.6
2804,59.918209,10.517917,291.6
2805,59.91821,10.517935,291.6
2806,59.918215,10.517951,291.6
2807,59.91822,10.517966,291.5
2808,59.918226,10.517991,291.5
2809,59.918224,10.518015,291.5
2810,59.918219,10.518043,291.5
2811,59.918214,10.518066,291.5
2812,59.918208,10.518082,291.6
2813,59.918202,10.518091,291.6
2814,59.918198,10.518102,291.6
2815,59.918193,10.518119,291.6
2816,59.918191,10.51814,291.6
2817,59.91819,10.518154,291.6
2818,59.918189,10.518163,291.6
2819,59.918189,10.518163,291.6
2820,59.918187,10.518177,291.6
2821,59.918187,10.518177,291.6
2822,59.918183,10.518199,291.6
2823,59.918182,10.518208,291.6
2824,59.918182,10.518217,291.6
2825,59.918184,10.51822,291.6
2826,59.918188,10.518227,291.6
2827,59.918191,10.518236,291.6
2828,59.918192,10.518252,291.5
2829,59.91819,10.518275,291.4
2830,59.918185,10.518293,291.4
2831,59.91818,10.518306,291.3
2832,59.918175,10.518317,291.2
2833,59.918171,10.518325,291.2
2834,59.918169,10.518333,291.2
2835,59.918166,10.518346,291.1
2836,59.918165,10.518356,291.0
2837,59.918167,10.518369,290.9
2838,59.918162,10.518385,290.8
2839,59.918162,10.518385,290.8
2840,59.918157,10.518399,290.7
2841,59.918157,10.51841,290.6
2842,59.918154,10.518419,290.5
2843,59.918152,10.518428,290.4
2844,59.918152,10.518428,290.4
2845,59.918162,10.518432,290.2
2846,59.91817,10.518439,290.1
2847,59.918173,10.51845,290.0
2848,59.918174,10.518465,289.8
2849,59.91817,10.51848,289.7
2850,59.918165,10.518496,289.4
2851,59.918165,10.518517,289.2
2852,59.918165,10.518527,289.1
2853,59.918163,10.518548,288.8
2854,59.918161,10.518566,288.6
2855,59.918159,10.518572,288.5
2856,59.918153,10.518581,288.4
2857,59.91814,10.518594,287.1
2858,59.918129,10.518596,286.8
2859,59.918119,10.518592,286.6
2860,59.918112,10.518586,286.4
2861,59.918105,10.518591,286.2
2862,59.918097,10.518601,286.0
2863,59.918078,10.518623,285.4
2864,59.918071,10.518632,285.2
2865,59.918063,10.51864,285.0
2866,59.918048,10.518646,284.6
2867,59.918033,10.518651,284.3
2868,59.918023,10.518658,284.0
2869,59.918012,10.518664,283.8
2870,59.918,10.518669,283.6
2871,59.917983,10.518674,283.2
2872,59.91797,10.518679,282.9
2873,59.917957,10.51869,282.7
2874,59.917944,10.518704,282.4
2875,59.917931,10.518724,282.1
2876,59.91792,10.518739,281.9
2877,59.917909,10.518747,281.7
2878,59.917899,10.518756,281.5
2879,59.917887,10.518756,281.3
2880,59.917874,10.518755,281.1
2881,59.917862,10.518756,280.9
2882,59.917853,10.518763,280.7
2883,59.917848,10.518773,280.6
2884,59.917846,10.518788,280.5
2885,59.917842,10.518797,280.4
2886,59.917835,10.518805,280.2
2887,59.917829,10.518807,280.1
2888,59.917821,10.518811,280.0
2889,59.917811,10.518816,279.8
2890,59.9178,10.518821,279.6
2891,59.917789,10.518829,279.4
2892,59.91778,10.518837,279.2
2893,59.917772,10.518843,279.1
2894,59.91776,10.518855,278.8
2895,59.917748,10.518876,278.5
2896,59.91774,10.518904,278.2
2897,59.917736,10.518928,277.9
2898,59.917732,10.51894,277.7
2899,59.917725,10.518949,277.6
2900,59.917717,10.518957,277.4
2901,59.917709,10.518965,277.2
2902,59.9177,10.51897,277.0
2903,59.9177,10.51897,277.0
2904,59.917682,10.518976,276.5
2905,59.917677,10.518976,276.4
2906,59.917673,10.518973,276.3
2907,59.917669,10.518975,276.2
2908,59.917662,10.518983,276.0
2909,59.917656,10.518988,275.8
2910,59.917652,10.518995,275.7
2911,59.91765,10.518988,275.5
2912,59.917649,10.518982,275.5
2913,59.917647,10.518975,275.3
2914,59.917644,10.51896,275.1
2915,59.91764,10.518948,274.9
2916,59.917636,10.518948,274.8
2917,59.917636,10.518948,274.8
2918,59.917631,10.518949,274.7
2919,59.917631,10.518952,274.6
2920,59.917635,10.518958,274.5
2921,59.917637,10.518958,274.4
2922,59.917637,10.518958,274.4
2923,59.917632,10.518963,274.2
2924,59.917625,10.518971,273.9
2925,59.917612,10.518993,273.3
2926,59.917602,10.519002,273.0
2927,59.917602,10.519002,273.0
2928,59.917598,10.519014,272.7
2929,59.917599,10.519026,272.4
2930,59.9176,10.519033,272.3
2931,59.917604,10.519038,272.1
2932,59.917604,10.519038,272.1
2933,59.917606,10.519042,272.0
2934,59.917602,10.519041,271.8
2935,59.917598,10.519041,271.7
2936,59.917592,10.519042,271.4
2937,59.917585,10.51905,271.1
2938,59.917581,10.51906,270.8
2939,59.917578,10.519069,270.6
2940,59.917571,10.519081,270.2
2941,59.917565,10.519085,269.9
2942,59.917555,10.519085,269.5
2943,59.917543,10.519078,268.9
2944,59.917536,10.51907,268.5
2945,59.917536,10.519063,268.3
2946,59.917535,10.519051,268.0
2947,59.917532,10.519037,267.6
2948,59.917531,10.519027,267.3
2949,59.917528,10.519021,267.1
2950,59.917525,10.519022,266.9
2951,59.917521,10.519025,266.7
2952,59.917516,10.519025,266.4
2953,59.91751,10.519023,266.1
2954,59.917504,10.519008,265.6
2955,59.917496,10.51899,265.0
2956,59.917489,10.518978,264.5
2957,59.917484,10.518967,264.1
2958,59.91748,10.51895,263.6
2959,59.917475,10.518931,263.1
2960,59.91747,10.518915,262.6
2961,59.91746,10.518906,262.0
2962,59.917453,10.518901,261.7
2963,59.917451,10.518893,261.4
2964,59.917456,10.518888,261.2
2965,59.917459,10.518889,261.0
2966,59.917459,10.518889,261.0
2967,59.917446,10.518883,260.4
2968,59.917429,10.518866,259.5
2969,59.917422,10.51886,259.2
2970,59.917415,10.518855,258.9
2971,59.917408,10.518849,258.5
2972,59.917389,10.518837,257.7
2973,59.917381,10.518834,257.3
2974,59.917372,10.518832,257.0
2975,59.917359,10.518828,256.4
2976,59.91735,10.518817,255.9
2977,59.917339,10.518807,255.4
2978,59.917331,10.518808,255.1
2979,59.91732,10.518817,254.7
2980,59.91731,10.518829,254.2
2981,59.917302,10.51884,253.8
2982,59.917294,10.518854,253.4
2983,59.917291,10.518872,253.0
2984,59.917289,10.518891,252.6
2985,59.917289,10.518907,252.3
2986,59.91729,10.518916,252.1
2987,59.917286,10.518928,251.8
2988,59.917284,10.518935,251.7
2989,59.917281,10.518942,251.5
2990,59.917281,10.518959,251.2
2991,59.91728,10.518976,250.8
2992,59.917278,10.518987,250.6
2993,59.91728,10.519,250.3
2994,59.917281,10.519016,250.0
2995,59.917289,10.519037,249.5
2996,59.917296,10.519053,249.0
2997,59.917294,10.519059,248.9
2998,59.917289,10.519067,248.6
2999,59.917277,10.519092,247.9
3000,59.917266,10.519121,247.1
